epoch,train_ratio,val_ratio
0,0.6403182990921619,0.7313747198831919
1,0.7564622344580655,0.7774181537399812
2,0.7736762164958734,0.7711778121628825
3,0.7649384854611738,0.7602407042709496
4,0.7591704030442724,0.7594252511677033
