epoch,train_ratio,val_ratio
0,0.5124394752920867,0.5675761860013759
1,0.584790006787078,0.5942507918790084
2,0.5990185686732268,0.595609012760713
3,0.5827413530896896,0.5385472089086217
4,0.5253509965247386,0.5189864997283479
5,0.533904066665634,0.5786395503287066
