epoch,train_ratio,val_ratio
0,5.789290872574562e-08,8.034655643595199e-08
1,1.3015380179094355e-07,1.604364490233804e-07
2,2.2153728209394318e-07,0.0847841731656118
3,0.014111077260335407,1.0640167877616124e-07
4,1.0615789594314752e-07,1.062141233929496e-07
5,1.0636643086498151e-07,1.0682049036897591e-07
