method,K,instance,objective,full_objective,objective_ratio,time,success,signed_nullspace_obj,x_std_norm,y_support_dim,case,title,family,intrinsic_K,message
Rand,5,mincostflow_test_00002,330.0,502.8604746565826,0.6562456518885605,0.0036413000198081,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,5,mincostflow_test_00003,330.0,504.3802279732369,0.6542683112818416,0.0040718000382184,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,5,mincostflow_test_00004,330.0,503.2312119020608,0.6557621868339615,0.0059957000194117,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,5,mincostflow_test_00005,330.0,503.5718944320505,0.6553185426922761,0.0038810999831184,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,5,mincostflow_test_00006,330.0,503.8198858076877,0.6549959803015076,0.0054454000201076,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,5,mincostflow_test_00007,330.0,503.0799918289378,0.6559593014230028,0.0050166000146418,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,5,mincostflow_test_00008,330.0,502.8993427448796,0.6561949319695348,0.0059840000467374,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,5,mincostflow_test_00009,330.0,503.1277898287378,0.6558969841684363,0.0053307000780478,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,5,mincostflow_test_00010,330.0,503.1313859848569,0.6558922961127539,0.0049470999510958,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,5,mincostflow_test_00011,330.0,504.32660550268497,0.654337876287677,0.0054077999666333,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
PCA,5,mincostflow_test_00000,330.0,504.11720032943583,0.6546096816064758,0.0057656000135466,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
PCA,5,mincostflow_test_00001,330.0,502.6299979516808,0.6565465677433041,0.0068273999495431,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
PCA,5,mincostflow_test_00002,330.0,502.8604746565826,0.6562456518885605,0.006597900064662,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
PCA,5,mincostflow_test_00003,330.0,504.3802279732369,0.6542683112818416,0.0037276999792084,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
PCA,5,mincostflow_test_00004,330.0,503.2312119020608,0.6557621868339615,0.0059203000273555,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
PCA,5,mincostflow_test_00005,330.0,503.5718944320505,0.6553185426922761,0.0060511999763548,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
PCA,5,mincostflow_test_00006,330.0,503.8198858076877,0.6549959803015076,0.0065943000372499,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
PCA,5,mincostflow_test_00007,330.0,503.0799918289378,0.6559593014230028,0.0065387000795453,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
PCA,5,mincostflow_test_00008,330.0,502.8993427448796,0.6561949319695348,0.0062428000383079,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
PCA,5,mincostflow_test_00009,330.0,503.1277898287378,0.6558969841684363,0.006789100007154,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
PCA,5,mincostflow_test_00010,330.0,503.1313859848569,0.6558922961127539,0.0049469000659883,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
PCA,5,mincostflow_test_00011,330.0,504.32660550268497,0.654337876287677,0.00409609999042,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
