method,K,instance,objective,full_objective,objective_ratio,time,success,case,title,family,intrinsic_K,message
Full,5,packing_test_00000,233.265568273414,233.265568273414,1.0,0.0070868999464437,1.0,packing,Packing,packing,,
Full,5,packing_test_00001,229.78207164671875,229.78207164671875,1.0,0.0053006999660283,1.0,packing,Packing,packing,,
Full,5,packing_test_00002,231.24999524898823,231.24999524898823,1.0,0.0046898999717086,1.0,packing,Packing,packing,,
Full,5,packing_test_00003,232.05269552777483,232.05269552777483,1.0,0.0047402000054717,1.0,packing,Packing,packing,,
Full,5,packing_test_00004,230.3178565095968,230.3178565095968,1.0,0.0051495999796316,1.0,packing,Packing,packing,,
Full,5,packing_test_00005,231.347256450289,231.347256450289,1.0,0.005426499992609,1.0,packing,Packing,packing,,
Full,5,packing_test_00006,231.39856840294945,231.39856840294945,1.0,0.0050596001092344,1.0,packing,Packing,packing,,
Full,5,packing_test_00007,229.4264603199824,229.4264603199824,1.0,0.004795299959369,1.0,packing,Packing,packing,,
Full,5,packing_test_00008,230.84790939045772,230.84790939045772,1.0,0.0051976999966427,1.0,packing,Packing,packing,,
Full,5,packing_test_00009,230.22174634721085,230.22174634721085,1.0,0.0048745999811217,1.0,packing,Packing,packing,,
Full,5,packing_test_00010,230.09828997400095,230.09828997400095,1.0,0.0044378000311553,1.0,packing,Packing,packing,,
Full,5,packing_test_00011,230.9602508662536,230.9602508662536,1.0,0.0050246000755578,1.0,packing,Packing,packing,,
Full,10,packing_test_00000,233.265568273414,233.265568273414,1.0,0.0070868999464437,1.0,packing,Packing,packing,,
Full,10,packing_test_00001,229.78207164671875,229.78207164671875,1.0,0.0053006999660283,1.0,packing,Packing,packing,,
Full,10,packing_test_00002,231.24999524898823,231.24999524898823,1.0,0.0046898999717086,1.0,packing,Packing,packing,,
Full,10,packing_test_00003,232.05269552777483,232.05269552777483,1.0,0.0047402000054717,1.0,packing,Packing,packing,,
Full,10,packing_test_00004,230.3178565095968,230.3178565095968,1.0,0.0051495999796316,1.0,packing,Packing,packing,,
Full,10,packing_test_00005,231.347256450289,231.347256450289,1.0,0.005426499992609,1.0,packing,Packing,packing,,
Full,10,packing_test_00006,231.39856840294945,231.39856840294945,1.0,0.0050596001092344,1.0,packing,Packing,packing,,
Full,10,packing_test_00007,229.4264603199824,229.4264603199824,1.0,0.004795299959369,1.0,packing,Packing,packing,,
Full,10,packing_test_00008,230.84790939045772,230.84790939045772,1.0,0.0051976999966427,1.0,packing,Packing,packing,,
Full,10,packing_test_00009,230.22174634721085,230.22174634721085,1.0,0.0048745999811217,1.0,packing,Packing,packing,,
Full,10,packing_test_00010,230.09828997400095,230.09828997400095,1.0,0.0044378000311553,1.0,packing,Packing,packing,,
Full,10,packing_test_00011,230.9602508662536,230.9602508662536,1.0,0.0050246000755578,1.0,packing,Packing,packing,,
Full,20,packing_test_00000,233.265568273414,233.265568273414,1.0,0.0070868999464437,1.0,packing,Packing,packing,,
Full,20,packing_test_00001,229.78207164671875,229.78207164671875,1.0,0.0053006999660283,1.0,packing,Packing,packing,,
Full,20,packing_test_00002,231.24999524898823,231.24999524898823,1.0,0.0046898999717086,1.0,packing,Packing,packing,,
Full,20,packing_test_00003,232.05269552777483,232.05269552777483,1.0,0.0047402000054717,1.0,packing,Packing,packing,,
Full,20,packing_test_00004,230.3178565095968,230.3178565095968,1.0,0.0051495999796316,1.0,packing,Packing,packing,,
Full,20,packing_test_00005,231.347256450289,231.347256450289,1.0,0.005426499992609,1.0,packing,Packing,packing,,
Full,20,packing_test_00006,231.39856840294945,231.39856840294945,1.0,0.0050596001092344,1.0,packing,Packing,packing,,
Full,20,packing_test_00007,229.4264603199824,229.4264603199824,1.0,0.004795299959369,1.0,packing,Packing,packing,,
Full,20,packing_test_00008,230.84790939045772,230.84790939045772,1.0,0.0051976999966427,1.0,packing,Packing,packing,,
Full,20,packing_test_00009,230.22174634721085,230.22174634721085,1.0,0.0048745999811217,1.0,packing,Packing,packing,,
Full,20,packing_test_00010,230.09828997400095,230.09828997400095,1.0,0.0044378000311553,1.0,packing,Packing,packing,,
Full,20,packing_test_00011,230.9602508662536,230.9602508662536,1.0,0.0050246000755578,1.0,packing,Packing,packing,,
Full,30,packing_test_00000,233.265568273414,233.265568273414,1.0,0.0070868999464437,1.0,packing,Packing,packing,,
Full,30,packing_test_00001,229.78207164671875,229.78207164671875,1.0,0.0053006999660283,1.0,packing,Packing,packing,,
Full,30,packing_test_00002,231.24999524898823,231.24999524898823,1.0,0.0046898999717086,1.0,packing,Packing,packing,,
Full,30,packing_test_00003,232.05269552777483,232.05269552777483,1.0,0.0047402000054717,1.0,packing,Packing,packing,,
Full,30,packing_test_00004,230.3178565095968,230.3178565095968,1.0,0.0051495999796316,1.0,packing,Packing,packing,,
Full,30,packing_test_00005,231.347256450289,231.347256450289,1.0,0.005426499992609,1.0,packing,Packing,packing,,
Full,30,packing_test_00006,231.39856840294945,231.39856840294945,1.0,0.0050596001092344,1.0,packing,Packing,packing,,
Full,30,packing_test_00007,229.4264603199824,229.4264603199824,1.0,0.004795299959369,1.0,packing,Packing,packing,,
Full,30,packing_test_00008,230.84790939045772,230.84790939045772,1.0,0.0051976999966427,1.0,packing,Packing,packing,,
Full,30,packing_test_00009,230.22174634721085,230.22174634721085,1.0,0.0048745999811217,1.0,packing,Packing,packing,,
Full,30,packing_test_00010,230.09828997400095,230.09828997400095,1.0,0.0044378000311553,1.0,packing,Packing,packing,,
Full,30,packing_test_00011,230.9602508662536,230.9602508662536,1.0,0.0050246000755578,1.0,packing,Packing,packing,,
Full,40,packing_test_00000,233.265568273414,233.265568273414,1.0,0.0070868999464437,1.0,packing,Packing,packing,,
Full,40,packing_test_00001,229.78207164671875,229.78207164671875,1.0,0.0053006999660283,1.0,packing,Packing,packing,,
Full,40,packing_test_00002,231.24999524898823,231.24999524898823,1.0,0.0046898999717086,1.0,packing,Packing,packing,,
Full,40,packing_test_00003,232.05269552777483,232.05269552777483,1.0,0.0047402000054717,1.0,packing,Packing,packing,,
Full,40,packing_test_00004,230.3178565095968,230.3178565095968,1.0,0.0051495999796316,1.0,packing,Packing,packing,,
Full,40,packing_test_00005,231.347256450289,231.347256450289,1.0,0.005426499992609,1.0,packing,Packing,packing,,
Full,40,packing_test_00006,231.39856840294945,231.39856840294945,1.0,0.0050596001092344,1.0,packing,Packing,packing,,
Full,40,packing_test_00007,229.4264603199824,229.4264603199824,1.0,0.004795299959369,1.0,packing,Packing,packing,,
Full,40,packing_test_00008,230.84790939045772,230.84790939045772,1.0,0.0051976999966427,1.0,packing,Packing,packing,,
Full,40,packing_test_00009,230.22174634721085,230.22174634721085,1.0,0.0048745999811217,1.0,packing,Packing,packing,,
Full,40,packing_test_00010,230.09828997400095,230.09828997400095,1.0,0.0044378000311553,1.0,packing,Packing,packing,,
Full,40,packing_test_00011,230.9602508662536,230.9602508662536,1.0,0.0050246000755578,1.0,packing,Packing,packing,,
Full,50,packing_test_00000,233.265568273414,233.265568273414,1.0,0.0070868999464437,1.0,packing,Packing,packing,,
Full,50,packing_test_00001,229.78207164671875,229.78207164671875,1.0,0.0053006999660283,1.0,packing,Packing,packing,,
Full,50,packing_test_00002,231.24999524898823,231.24999524898823,1.0,0.0046898999717086,1.0,packing,Packing,packing,,
Full,50,packing_test_00003,232.05269552777483,232.05269552777483,1.0,0.0047402000054717,1.0,packing,Packing,packing,,
Full,50,packing_test_00004,230.3178565095968,230.3178565095968,1.0,0.0051495999796316,1.0,packing,Packing,packing,,
Full,50,packing_test_00005,231.347256450289,231.347256450289,1.0,0.005426499992609,1.0,packing,Packing,packing,,
Full,50,packing_test_00006,231.39856840294945,231.39856840294945,1.0,0.0050596001092344,1.0,packing,Packing,packing,,
Full,50,packing_test_00007,229.4264603199824,229.4264603199824,1.0,0.004795299959369,1.0,packing,Packing,packing,,
Full,50,packing_test_00008,230.84790939045772,230.84790939045772,1.0,0.0051976999966427,1.0,packing,Packing,packing,,
Full,50,packing_test_00009,230.22174634721085,230.22174634721085,1.0,0.0048745999811217,1.0,packing,Packing,packing,,
Full,50,packing_test_00010,230.09828997400095,230.09828997400095,1.0,0.0044378000311553,1.0,packing,Packing,packing,,
Full,50,packing_test_00011,230.9602508662536,230.9602508662536,1.0,0.0050246000755578,1.0,packing,Packing,packing,,
Rand,5,packing_test_00000,3.9724891282627497,233.265568273414,0.0170298992588847,0.0032490000594407,1.0,packing,Packing,packing,,
Rand,5,packing_test_00001,4.265181194635084,229.78207164671875,0.0185618536906249,0.0045670999679714,1.0,packing,Packing,packing,,
Rand,5,packing_test_00002,3.807050622975928,231.24999524898823,0.0164629219510982,0.0027561000315472,1.0,packing,Packing,packing,,
Rand,5,packing_test_00003,4.163716880364208,232.05269552777483,0.0179429800239741,0.0026935000205412,1.0,packing,Packing,packing,,
Rand,5,packing_test_00004,4.160426820575632,230.3178565095968,0.0180638482991538,0.0030820000683888,1.0,packing,Packing,packing,,
Rand,5,packing_test_00005,4.069571890488145,231.347256450289,0.0175907506011967,0.0029232999077066,1.0,packing,Packing,packing,,
Rand,5,packing_test_00006,4.009273601626156,231.39856840294945,0.0173262679596381,0.0029247000347822,1.0,packing,Packing,packing,,
Rand,5,packing_test_00007,3.9009545551413978,229.4264603199824,0.0170030717019332,0.0025847000069916,1.0,packing,Packing,packing,,
Rand,5,packing_test_00008,4.211941513494284,230.84790939045772,0.0182455259162437,0.0022664000280201,1.0,packing,Packing,packing,,
Rand,5,packing_test_00009,3.9436287424287735,230.22174634721085,0.0171296969334997,0.0023522999836131,1.0,packing,Packing,packing,,
Rand,5,packing_test_00010,3.64463161378819,230.09828997400095,0.0158394554527111,0.0031189000001177,1.0,packing,Packing,packing,,
Rand,5,packing_test_00011,3.7648003916419657,230.9602508662536,0.0163006421127509,0.0027993000112473,1.0,packing,Packing,packing,,
Rand,5,packing_test_00000,3.736352445649669,233.265568273414,0.0160175909085314,0.0030748000135645,1.0,packing,Packing,packing,,
Rand,5,packing_test_00001,3.954917933985689,229.78207164671875,0.0172116036105124,0.0026122999843209,1.0,packing,Packing,packing,,
Rand,5,packing_test_00002,3.842533635835852,231.24999524898823,0.0166163620098611,0.0024404000723734,1.0,packing,Packing,packing,,
Rand,5,packing_test_00003,3.935195517486018,232.05269552777483,0.0169581978288849,0.0027868000324815,1.0,packing,Packing,packing,,
Rand,5,packing_test_00004,4.1108288370928125,230.3178565095968,0.0178485024973368,0.0026553999632596,1.0,packing,Packing,packing,,
Rand,5,packing_test_00005,3.933697416345322,231.347256450289,0.0170034323151378,0.0023608000483363,1.0,packing,Packing,packing,,
Rand,5,packing_test_00006,4.143251658396402,231.39856840294945,0.017905260551057,0.0027433999348431,1.0,packing,Packing,packing,,
Rand,5,packing_test_00007,3.9634120132145783,229.4264603199824,0.0172753047215512,0.0028122999938204,1.0,packing,Packing,packing,,
Rand,5,packing_test_00008,3.812736768180352,230.84790939045772,0.0165162282744846,0.0025712000206112,1.0,packing,Packing,packing,,
Rand,5,packing_test_00009,4.186427254587785,230.22174634721085,0.0181843258554471,0.0033281999640166,1.0,packing,Packing,packing,,
Rand,5,packing_test_00010,3.9330221904308464,230.09828997400095,0.0170927919145998,0.0023259000154212,1.0,packing,Packing,packing,,
Rand,5,packing_test_00011,4.087820002632841,230.9602508662536,0.0176992360689807,0.0038467999547719,1.0,packing,Packing,packing,,
Rand,5,packing_test_00000,0.0,233.265568273414,0.0,0.0028014999115839,1.0,packing,Packing,packing,,
Rand,5,packing_test_00001,0.0,229.78207164671875,0.0,0.0026339000323787,1.0,packing,Packing,packing,,
Rand,5,packing_test_00002,0.0,231.24999524898823,0.0,0.0030140000162646,1.0,packing,Packing,packing,,
Rand,5,packing_test_00003,0.0,232.05269552777483,0.0,0.002995099988766,1.0,packing,Packing,packing,,
Rand,5,packing_test_00004,0.0,230.3178565095968,0.0,0.0038951999740675,1.0,packing,Packing,packing,,
Rand,5,packing_test_00005,0.0,231.347256450289,0.0,0.0027030000928789,1.0,packing,Packing,packing,,
Rand,5,packing_test_00006,0.0,231.39856840294945,0.0,0.0026719000888988,1.0,packing,Packing,packing,,
Rand,5,packing_test_00007,0.0,229.4264603199824,0.0,0.0040323999710381,1.0,packing,Packing,packing,,
Rand,5,packing_test_00008,0.0,230.84790939045772,0.0,0.0029226000187918,1.0,packing,Packing,packing,,
Rand,5,packing_test_00009,0.0,230.22174634721085,0.0,0.0033116999547928,1.0,packing,Packing,packing,,
Rand,5,packing_test_00010,0.0,230.09828997400095,0.0,0.0026003000093623,1.0,packing,Packing,packing,,
Rand,5,packing_test_00011,0.0,230.9602508662536,0.0,0.0026163000147789,1.0,packing,Packing,packing,,
PCA,5,packing_test_00000,228.3741626537557,233.265568273414,0.9790307431316868,0.0056907000252977,1.0,packing,Packing,packing,,
PCA,5,packing_test_00001,226.40408130757112,229.78207164671875,0.9852991562181528,0.0051976999966427,1.0,packing,Packing,packing,,
PCA,5,packing_test_00002,227.29080857606323,231.24999524898823,0.982879192413984,0.0058401999995112,1.0,packing,Packing,packing,,
PCA,5,packing_test_00003,226.6713373596468,232.05269552777483,0.976809757991008,0.0058039999566972,1.0,packing,Packing,packing,,
PCA,5,packing_test_00004,226.67530819875932,230.3178565095968,0.9841846899496232,0.0066137999529019,1.0,packing,Packing,packing,,
PCA,5,packing_test_00005,226.3273107892905,231.347256450289,0.9783012526795312,0.0056074999738484,1.0,packing,Packing,packing,,
PCA,5,packing_test_00006,226.19983016676105,231.39856840294945,0.9775334036330964,0.0064120000461116,1.0,packing,Packing,packing,,
PCA,5,packing_test_00007,226.3101058183452,229.4264603199824,0.9864167607463812,0.0081357000162824,1.0,packing,Packing,packing,,
PCA,5,packing_test_00008,226.3962902271508,230.84790939045772,0.9807162249159576,0.0048318000044673,1.0,packing,Packing,packing,,
PCA,5,packing_test_00009,227.26384025181315,230.22174634721085,0.987151925731044,0.005584199912846,1.0,packing,Packing,packing,,
PCA,5,packing_test_00010,226.9655650505716,230.09828997400095,0.9863852750762148,0.0060999999986961,1.0,packing,Packing,packing,,
PCA,5,packing_test_00011,226.46773020829252,230.9602508662536,0.9805485115247706,0.0138955999864265,1.0,packing,Packing,packing,,
SGA,5,packing_test_00000,226.9146620251995,233.265568273414,0.9727739233217202,0.0056204999564215,1.0,packing,Packing,packing,,
SGA,5,packing_test_00001,225.3481680895516,229.78207164671875,0.9807038750874172,0.0073451999342069,1.0,packing,Packing,packing,,
SGA,5,packing_test_00002,225.70989604711852,231.24999524898823,0.9760428137699868,0.005643600015901,1.0,packing,Packing,packing,,
SGA,5,packing_test_00003,225.933662878576,232.05269552777483,0.9736308486515018,0.0054999999701976,1.0,packing,Packing,packing,,
SGA,5,packing_test_00004,226.22631560751253,230.3178565095968,0.982235242355541,0.007205200032331,1.0,packing,Packing,packing,,
SGA,5,packing_test_00005,225.4876168484352,231.347256450289,0.9746716702339072,0.009271000046283,1.0,packing,Packing,packing,,
SGA,5,packing_test_00006,225.15340959395203,231.39856840294945,0.9730112469921496,0.0067749000154435,1.0,packing,Packing,packing,,
SGA,5,packing_test_00007,225.68350691303823,229.4264603199824,0.9836856071364924,0.0060401000082492,1.0,packing,Packing,packing,,
SGA,5,packing_test_00008,225.86242895828923,230.84790939045772,0.9784036145472036,0.0050550000742077,1.0,packing,Packing,packing,,
SGA,5,packing_test_00009,225.42757901024737,230.22174634721085,0.979175871032908,0.0065097999759018,1.0,packing,Packing,packing,,
SGA,5,packing_test_00010,225.73792441156812,230.09828997400095,0.9810499871036612,0.0062249000184237,1.0,packing,Packing,packing,,
SGA,5,packing_test_00011,225.2953922996536,230.9602508662536,0.9754725822068818,0.0056298000272363,1.0,packing,Packing,packing,,
CostOnly,5,packing_test_00000,218.8732296750252,233.265568273414,0.9383006300290349,0.0072481000097468,1.0,packing,Packing,packing,,
CostOnly,5,packing_test_00001,218.3336893218332,229.78207164671875,0.950177216860996,0.0067165000364184,1.0,packing,Packing,packing,,
CostOnly,5,packing_test_00002,219.36468867220088,231.24999524898823,0.9486040786120218,0.0064304000698029,1.0,packing,Packing,packing,,
CostOnly,5,packing_test_00003,218.80207052951977,232.05269552777483,0.942898206943392,0.0101542000193148,1.0,packing,Packing,packing,,
CostOnly,5,packing_test_00004,217.85335533983903,230.3178565095968,0.9458813078644712,0.0089143000077456,1.0,packing,Packing,packing,,
CostOnly,5,packing_test_00005,218.9161891708097,231.347256450289,0.946266631944475,0.0089733999921008,1.0,packing,Packing,packing,,
CostOnly,5,packing_test_00006,218.54116388214723,231.39856840294945,0.944436110346142,0.0064950999803841,1.0,packing,Packing,packing,,
CostOnly,5,packing_test_00007,217.84683379039592,229.4264603199824,0.9495279380005416,0.0100734999869018,1.0,packing,Packing,packing,,
CostOnly,5,packing_test_00008,217.8597623642405,230.84790939045772,0.9437372118269912,0.006942700012587,1.0,packing,Packing,packing,,
CostOnly,5,packing_test_00009,217.85725160421384,230.22174634721085,0.9462931068016948,0.0069452999159693,1.0,packing,Packing,packing,,
CostOnly,5,packing_test_00010,218.21509097045524,230.09828997400095,0.9483559873265966,0.0088968999916687,1.0,packing,Packing,packing,,
CostOnly,5,packing_test_00011,218.54854513438823,230.9602508662536,0.9462604249635456,0.0070619001053273,1.0,packing,Packing,packing,,
Rand,10,packing_test_00000,12.183434822669492,233.265568273414,0.0522298893610784,0.0031715999357402,1.0,packing,Packing,packing,,
Rand,10,packing_test_00001,12.386866837845474,229.78207164671875,0.0539070204610645,0.0058353999629616,1.0,packing,Packing,packing,,
Rand,10,packing_test_00002,12.274439914464608,231.24999524898823,0.0530786601800732,0.0039572999812662,1.0,packing,Packing,packing,,
Rand,10,packing_test_00003,11.672432463311942,232.05269552777483,0.0503007837800136,0.0025944999651983,1.0,packing,Packing,packing,,
Rand,10,packing_test_00004,12.62278877498664,230.3178565095968,0.0548059493357636,0.0067040999419987,1.0,packing,Packing,packing,,
Rand,10,packing_test_00005,11.778936329792831,231.347256450289,0.0509145278423642,0.003865500097163,1.0,packing,Packing,packing,,
Rand,10,packing_test_00006,12.535702180699149,231.39856840294945,0.0541736375778691,0.005117499968037,1.0,packing,Packing,packing,,
Rand,10,packing_test_00007,12.087032830082157,229.4264603199824,0.0526836913807775,0.0031695000361651,1.0,packing,Packing,packing,,
Rand,10,packing_test_00008,12.081999793635209,230.84790939045772,0.0523374884595538,0.0028886999934911,1.0,packing,Packing,packing,,
Rand,10,packing_test_00009,12.170989744374436,230.22174634721085,0.0528663774707826,0.0032117000082507,1.0,packing,Packing,packing,,
Rand,10,packing_test_00010,11.93215686086056,230.09828997400095,0.0518567819961147,0.0036711000138893,1.0,packing,Packing,packing,,
Rand,10,packing_test_00011,12.254888083172355,230.9602508662536,0.0530605939212848,0.0038987000007182,1.0,packing,Packing,packing,,
Rand,10,packing_test_00000,16.297962378592423,233.265568273414,0.0698687015800349,0.0046973000280559,1.0,packing,Packing,packing,,
Rand,10,packing_test_00001,16.174755598222056,229.78207164671875,0.0703917215225134,0.0042882999405264,1.0,packing,Packing,packing,,
Rand,10,packing_test_00002,16.238251734591802,231.24999524898823,0.07021946840305,0.0036768000572919,1.0,packing,Packing,packing,,
Rand,10,packing_test_00003,16.726091750953046,232.05269552777483,0.0720788513699944,0.0048684999346733,1.0,packing,Packing,packing,,
Rand,10,packing_test_00004,16.182702952191704,230.3178565095968,0.0702624763769343,0.0036034000804647,1.0,packing,Packing,packing,,
Rand,10,packing_test_00005,16.163061983553717,231.347256450289,0.0698649391030352,0.0059813000261783,1.0,packing,Packing,packing,,
Rand,10,packing_test_00006,16.01518842726969,231.39856840294945,0.069210404099741,0.0072301999898627,1.0,packing,Packing,packing,,
Rand,10,packing_test_00007,16.348488639262364,229.4264603199824,0.0712580781504497,0.0022438999731093,1.0,packing,Packing,packing,,
Rand,10,packing_test_00008,15.85671950943645,230.84790939045772,0.0686890323213466,0.0065772000234574,1.0,packing,Packing,packing,,
Rand,10,packing_test_00009,16.202036972726646,230.22174634721085,0.0703757886897939,0.0066746000666171,1.0,packing,Packing,packing,,
Rand,10,packing_test_00010,16.884269435651362,230.09828997400095,0.0733785089735309,0.0021882000146433,1.0,packing,Packing,packing,,
Rand,10,packing_test_00011,16.339144679234003,230.9602508662536,0.0707444013329194,0.0066577999386936,1.0,packing,Packing,packing,,
Rand,10,packing_test_00000,12.58742783898821,233.265568273414,0.0539617909842326,0.0050615000072866,1.0,packing,Packing,packing,,
Rand,10,packing_test_00001,12.225302883582303,229.78207164671875,0.0532039022712713,0.0030744000105187,1.0,packing,Packing,packing,,
Rand,10,packing_test_00002,12.077779882134449,231.24999524898823,0.0522282384011737,0.0054007999133318,1.0,packing,Packing,packing,,
Rand,10,packing_test_00003,12.643092194417854,232.05269552777483,0.0544837118382215,0.0039570999797433,1.0,packing,Packing,packing,,
Rand,10,packing_test_00004,12.543421840547593,230.3178565095968,0.0544613519361445,0.0036963999737054,1.0,packing,Packing,packing,,
Rand,10,packing_test_00005,12.214055841538624,231.347256450289,0.0527953347229909,0.0074748999904841,1.0,packing,Packing,packing,,
Rand,10,packing_test_00006,12.333319976928353,231.39856840294945,0.0532990331878438,0.0030068999622017,1.0,packing,Packing,packing,,
Rand,10,packing_test_00007,12.425387126389968,229.4264603199824,0.0541584746112554,0.0047583000268787,1.0,packing,Packing,packing,,
Rand,10,packing_test_00008,12.23274298701946,230.84790939045772,0.0529904863306728,0.003851699992083,1.0,packing,Packing,packing,,
Rand,10,packing_test_00009,12.356079249291074,230.22174634721085,0.0536703393373454,0.0032015999313443,1.0,packing,Packing,packing,,
Rand,10,packing_test_00010,12.273458729959083,230.09828997400095,0.0533400692866769,0.0056706999894231,1.0,packing,Packing,packing,,
Rand,10,packing_test_00011,11.996428647106557,230.9602508662536,0.0519415293415729,0.0041737999999895,1.0,packing,Packing,packing,,
PCA,10,packing_test_00000,228.7365270309491,233.265568273414,0.9805841844727108,0.0075865999097004,1.0,packing,Packing,packing,,
PCA,10,packing_test_00001,227.29431117249072,229.78207164671875,0.989173391742882,0.0088897999376058,1.0,packing,Packing,packing,,
PCA,10,packing_test_00002,227.93843164910425,231.24999524898823,0.9856797246792658,0.0073540000012144,1.0,packing,Packing,packing,,
PCA,10,packing_test_00003,227.4187371088881,232.05269552777483,0.9800305770706634,0.0061445999890565,1.0,packing,Packing,packing,,
PCA,10,packing_test_00004,227.30888922786656,230.3178565095968,0.9869355883762976,0.0088691998971626,1.0,packing,Packing,packing,,
PCA,10,packing_test_00005,227.4243652825708,231.347256450289,0.9830432777638703,0.009995499975048,1.0,packing,Packing,packing,,
PCA,10,packing_test_00006,227.18180237466868,231.39856840294945,0.981777043577306,0.0069211999652907,1.0,packing,Packing,packing,,
PCA,10,packing_test_00007,226.59521158402293,229.4264603199824,0.9876594498646292,0.0069034000625833,1.0,packing,Packing,packing,,
PCA,10,packing_test_00008,227.49163189289277,230.84790939045772,0.985461087750688,0.0091592000098899,1.0,packing,Packing,packing,,
PCA,10,packing_test_00009,228.31919420328663,230.22174634721085,0.9917360015979776,0.0070798000087961,1.0,packing,Packing,packing,,
PCA,10,packing_test_00010,227.48354854643475,230.09828997400095,0.9886364152125524,0.0067331000464037,1.0,packing,Packing,packing,,
PCA,10,packing_test_00011,227.029931194202,230.9602508662536,0.9829827008876624,0.0070260000647976,1.0,packing,Packing,packing,,
SGA,10,packing_test_00000,226.9146620251995,233.265568273414,0.9727739233217202,0.0066671000095084,1.0,packing,Packing,packing,,
SGA,10,packing_test_00001,225.3481680895515,229.78207164671875,0.9807038750874169,0.0074235999491065,1.0,packing,Packing,packing,,
SGA,10,packing_test_00002,225.70989604711852,231.24999524898823,0.9760428137699868,0.0067283000098541,1.0,packing,Packing,packing,,
SGA,10,packing_test_00003,225.9336628785759,232.05269552777483,0.9736308486515016,0.0077197999926283,1.0,packing,Packing,packing,,
SGA,10,packing_test_00004,226.22631560751245,230.3178565095968,0.9822352423555408,0.0094981000293046,1.0,packing,Packing,packing,,
SGA,10,packing_test_00005,225.48761684843535,231.347256450289,0.9746716702339078,0.0076306000119075,1.0,packing,Packing,packing,,
SGA,10,packing_test_00006,225.15340959395195,231.39856840294945,0.9730112469921492,0.0068035000003874,1.0,packing,Packing,packing,,
SGA,10,packing_test_00007,225.68350691303817,229.4264603199824,0.983685607136492,0.0063385999528691,1.0,packing,Packing,packing,,
SGA,10,packing_test_00008,225.8624289582891,230.84790939045772,0.9784036145472031,0.0069689999800175,1.0,packing,Packing,packing,,
SGA,10,packing_test_00009,225.42757901024729,230.22174634721085,0.9791758710329076,0.006457700044848,1.0,packing,Packing,packing,,
SGA,10,packing_test_00010,225.73792441156803,230.09828997400095,0.9810499871036606,0.0071159999351948,1.0,packing,Packing,packing,,
SGA,10,packing_test_00011,225.2953922996535,230.9602508662536,0.9754725822068816,0.0061704000690951,1.0,packing,Packing,packing,,
CostOnly,10,packing_test_00000,220.40818594024364,233.265568273414,0.944880925083208,0.0085375001654028,1.0,packing,Packing,packing,,
CostOnly,10,packing_test_00001,218.52358155930511,229.78207164671875,0.9510036183122104,0.0080599000211805,1.0,packing,Packing,packing,,
CostOnly,10,packing_test_00002,219.5147587972036,231.24999524898823,0.949253030517258,0.0091488000471144,1.0,packing,Packing,packing,,
CostOnly,10,packing_test_00003,221.12977961370504,232.05269552777483,0.9529291573656278,0.0072014000033959,1.0,packing,Packing,packing,,
CostOnly,10,packing_test_00004,219.5616762257416,230.3178565095968,0.953298539475566,0.0078343999339267,1.0,packing,Packing,packing,,
CostOnly,10,packing_test_00005,218.9161891708097,231.347256450289,0.946266631944475,0.0084300000453367,1.0,packing,Packing,packing,,
CostOnly,10,packing_test_00006,219.79465731242536,231.39856840294945,0.9498531422618076,0.007643699995242,1.0,packing,Packing,packing,,
CostOnly,10,packing_test_00007,218.1456440442947,229.4264603199824,0.9508303608051388,0.0078206000616773,1.0,packing,Packing,packing,,
CostOnly,10,packing_test_00008,219.48670878644,230.84790939045772,0.9507849101427148,0.0066234999103471,1.0,packing,Packing,packing,,
CostOnly,10,packing_test_00009,220.0131720733942,230.22174634721085,0.9556576455708902,0.0070572000695392,1.0,packing,Packing,packing,,
CostOnly,10,packing_test_00010,218.8130833212184,230.09828997400095,0.9509548434538228,0.0065603000111877,1.0,packing,Packing,packing,,
CostOnly,10,packing_test_00011,220.2469061658788,230.9602508662536,0.9536139025646504,0.0070291999727487,1.0,packing,Packing,packing,,
Rand,20,packing_test_00000,25.013176938035933,233.265568273414,0.1072304717887795,0.0038995000068098,1.0,packing,Packing,packing,,
Rand,20,packing_test_00001,23.72300495849089,229.78207164671875,0.1032413224777784,0.0039577999850735,1.0,packing,Packing,packing,,
Rand,20,packing_test_00002,24.10938951529833,231.24999524898823,0.104256821667562,0.0035901999799534,1.0,packing,Packing,packing,,
Rand,20,packing_test_00003,23.891534470713207,232.05269552777483,0.1029573667152407,0.0030019999248906,1.0,packing,Packing,packing,,
Rand,20,packing_test_00004,24.557013838022694,230.3178565095968,0.1066222750166983,0.003394900006242,1.0,packing,Packing,packing,,
Rand,20,packing_test_00005,23.317419222868228,231.347256450289,0.1007896941621116,0.0041974000632762,1.0,packing,Packing,packing,,
Rand,20,packing_test_00006,23.81832090515838,231.39856840294945,0.1029320149625212,0.0025783000746741,1.0,packing,Packing,packing,,
Rand,20,packing_test_00007,24.091966273568342,229.4264603199824,0.1050095365633377,0.0050756999989971,1.0,packing,Packing,packing,,
Rand,20,packing_test_00008,23.98051616209221,230.84790939045772,0.1038801530644637,0.0029359000036492,1.0,packing,Packing,packing,,
Rand,20,packing_test_00009,25.283769636208422,230.22174634721085,0.1098235507173874,0.0033218000316992,1.0,packing,Packing,packing,,
Rand,20,packing_test_00010,24.36745758413165,230.09828997400095,0.1059002115438795,0.0029567999299615,1.0,packing,Packing,packing,,
