method,K,instance,objective,full_objective,objective_ratio,time,success,case,title,family,intrinsic_K,message
Rand,50,packing_test_00011,92.76530194494602,230.9602508662536,0.4016505073795808,0.0043825999600812,1.0,packing,Packing,packing,,
Rand,50,packing_test_00000,69.23990323626938,233.265568273414,0.2968286479173483,0.0071674000937491,1.0,packing,Packing,packing,,
Rand,50,packing_test_00001,68.77247167682333,229.78207164671875,0.2992943321642534,0.0048883999697864,1.0,packing,Packing,packing,,
Rand,50,packing_test_00002,67.67669074517832,231.24999524898823,0.2926559659917416,0.0087054000468924,1.0,packing,Packing,packing,,
Rand,50,packing_test_00003,69.63998950442738,232.05269552777483,0.3001042041163966,0.0037629000144079,1.0,packing,Packing,packing,,
Rand,50,packing_test_00004,69.48950059980956,230.3178565095968,0.3017113030353081,0.0039568000938743,1.0,packing,Packing,packing,,
Rand,50,packing_test_00005,68.30222081256518,231.347256450289,0.2952367875918238,0.0036934000672772,1.0,packing,Packing,packing,,
Rand,50,packing_test_00006,68.15135638468388,231.39856840294945,0.2945193518483981,0.0037331999046728,1.0,packing,Packing,packing,,
Rand,50,packing_test_00007,68.59693991826194,229.4264603199824,0.2989931493629348,0.0032798999454826,1.0,packing,Packing,packing,,
Rand,50,packing_test_00008,68.7114954601504,230.84790939045772,0.2976483332319519,0.0044050000142306,1.0,packing,Packing,packing,,
Rand,50,packing_test_00009,68.68841966679145,230.22174634721085,0.2983576519448273,0.0062943999655544,1.0,packing,Packing,packing,,
Rand,50,packing_test_00010,69.28803316191897,230.09828997400095,0.3011236335991367,0.0035173000069335,1.0,packing,Packing,packing,,
Rand,50,packing_test_00011,68.53012147701673,230.9602508662536,0.2967182500884178,0.0039504000451415,1.0,packing,Packing,packing,,
PCA,50,packing_test_00000,231.41886172502493,233.265568273414,0.9920832441664752,0.021311099990271,1.0,packing,Packing,packing,,
PCA,50,packing_test_00001,228.5528382817717,229.78207164671875,0.9946504383212414,0.0132527999812737,1.0,packing,Packing,packing,,
PCA,50,packing_test_00002,229.79092495823195,231.24999524898823,0.9936905067211556,0.0119005000451579,1.0,packing,Packing,packing,,
PCA,50,packing_test_00003,229.48807442331545,232.05269552777483,0.9889481089688422,0.0130740000167861,1.0,packing,Packing,packing,,
PCA,50,packing_test_00004,228.7053404532915,230.3178565095968,0.9929987362649926,0.0119235999882221,1.0,packing,Packing,packing,,
PCA,50,packing_test_00005,228.50788626075231,231.347256450289,0.9877268041423832,0.0166093999287113,1.0,packing,Packing,packing,,
PCA,50,packing_test_00006,228.9440789158897,231.39856840294945,0.9893928060834604,0.0113283999962732,1.0,packing,Packing,packing,,
PCA,50,packing_test_00007,228.06727671304847,229.4264603199824,0.9940757330037772,0.0113327000290155,1.0,packing,Packing,packing,,
PCA,50,packing_test_00008,229.1398612464509,230.84790939045772,0.9926009806694076,0.0124363000504672,1.0,packing,Packing,packing,,
PCA,50,packing_test_00009,229.0407741171269,230.22174634721085,0.9948702837641458,0.0113163000205531,1.0,packing,Packing,packing,,
PCA,50,packing_test_00010,228.39113831464647,230.09828997400095,0.9925807720711554,0.0111541000660508,1.0,packing,Packing,packing,,
PCA,50,packing_test_00011,228.58043231339883,230.9602508662536,0.9896959821271026,0.0134979999857023,1.0,packing,Packing,packing,,
SGA,50,packing_test_00000,226.91466202519945,233.265568273414,0.97277392332172,0.0064624999649822,1.0,packing,Packing,packing,,
SGA,50,packing_test_00001,225.3481680895515,229.78207164671875,0.9807038750874169,0.0065829999512061,1.0,packing,Packing,packing,,
SGA,50,packing_test_00002,225.7098960471185,231.24999524898823,0.9760428137699864,0.0120955000165849,1.0,packing,Packing,packing,,
SGA,50,packing_test_00003,225.9336628785759,232.05269552777483,0.9736308486515016,0.008519500028342,1.0,packing,Packing,packing,,
SGA,50,packing_test_00004,226.22631560751245,230.3178565095968,0.9822352423555408,0.0105775999836623,1.0,packing,Packing,packing,,
SGA,50,packing_test_00005,225.48761684843515,231.347256450289,0.9746716702339068,0.0086605999385938,1.0,packing,Packing,packing,,
SGA,50,packing_test_00006,225.15340959395195,231.39856840294945,0.9730112469921492,0.0113947999197989,1.0,packing,Packing,packing,,
SGA,50,packing_test_00007,225.68350691303817,229.4264603199824,0.983685607136492,0.0099386000074446,1.0,packing,Packing,packing,,
SGA,50,packing_test_00008,225.86242895828917,230.84790939045772,0.9784036145472034,0.0116549999220296,1.0,packing,Packing,packing,,
SGA,50,packing_test_00009,225.42757901024729,230.22174634721085,0.9791758710329076,0.0093893000157549,1.0,packing,Packing,packing,,
SGA,50,packing_test_00010,225.73792441156803,230.09828997400095,0.9810499871036606,0.011774499900639,1.0,packing,Packing,packing,,
SGA,50,packing_test_00011,225.2953922996535,230.9602508662536,0.9754725822068816,0.012586300028488,1.0,packing,Packing,packing,,
CostOnly,50,packing_test_00000,222.6693137539397,233.265568273414,0.954574288018992,0.0179626001045107,1.0,packing,Packing,packing,,
CostOnly,50,packing_test_00001,219.0891315706644,229.78207164671875,0.9534648634707482,0.0153996999142691,1.0,packing,Packing,packing,,
CostOnly,50,packing_test_00002,221.01773994463505,231.24999524898823,0.9557524085856258,0.0154189999448135,1.0,packing,Packing,packing,,
CostOnly,50,packing_test_00003,223.53044798217047,232.05269552777483,0.9632745160480832,0.0158499999670311,1.0,packing,Packing,packing,,
CostOnly,50,packing_test_00004,221.36424666438583,230.3178565095968,0.9611249862216484,0.0144395000534132,1.0,packing,Packing,packing,,
CostOnly,50,packing_test_00005,220.50823493190208,231.347256450289,0.953148259959089,0.0157792998943477,1.0,packing,Packing,packing,,
CostOnly,50,packing_test_00006,220.6859358931478,231.39856840294945,0.953704845350871,0.0161034000338986,1.0,packing,Packing,packing,,
CostOnly,50,packing_test_00007,219.0578062161249,229.4264603199824,0.9548061976399922,0.0167627999326214,1.0,packing,Packing,packing,,
CostOnly,50,packing_test_00008,220.4085234339985,230.84790939045772,0.9547780788484336,0.0178681999677792,1.0,packing,Packing,packing,,
CostOnly,50,packing_test_00009,221.15484385014585,230.22174634721085,0.9606166548515764,0.0140224999049678,1.0,packing,Packing,packing,,
CostOnly,50,packing_test_00010,220.2614471899636,230.09828997400095,0.9572493877066672,0.0213393999729305,1.0,packing,Packing,packing,,
CostOnly,50,packing_test_00011,221.70537468742447,230.9602508662536,0.9599287057226636,0.0173617999535053,1.0,packing,Packing,packing,,
OursEstC,5,packing_test_00000,228.41534857446652,233.26556827341398,0.9792073054979874,0.004144899896346033,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,10,packing_test_00000,228.41534857446652,233.26556827341398,0.9792073054979874,0.004144899896346033,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,20,packing_test_00000,228.41534857446652,233.26556827341398,0.9792073054979874,0.004144899896346033,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,30,packing_test_00000,228.41534857446652,233.26556827341398,0.9792073054979874,0.004144899896346033,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,40,packing_test_00000,228.41534857446652,233.26556827341398,0.9792073054979874,0.004144899896346033,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,50,packing_test_00000,228.41534857446652,233.26556827341398,0.9792073054979874,0.004144899896346033,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,5,packing_test_00001,228.1951553676804,229.78207164671875,0.9930938202982251,0.00333510001655668,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,10,packing_test_00001,228.1951553676804,229.78207164671875,0.9930938202982251,0.00333510001655668,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,20,packing_test_00001,228.1951553676804,229.78207164671875,0.9930938202982251,0.00333510001655668,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,30,packing_test_00001,228.1951553676804,229.78207164671875,0.9930938202982251,0.00333510001655668,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,40,packing_test_00001,228.1951553676804,229.78207164671875,0.9930938202982251,0.00333510001655668,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,50,packing_test_00001,228.1951553676804,229.78207164671875,0.9930938202982251,0.00333510001655668,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,5,packing_test_00002,228.39613745487645,231.24999524898823,0.9876589930692149,0.0029082000255584717,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,10,packing_test_00002,228.39613745487645,231.24999524898823,0.9876589930692149,0.0029082000255584717,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,20,packing_test_00002,228.39613745487645,231.24999524898823,0.9876589930692149,0.0029082000255584717,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,30,packing_test_00002,228.39613745487645,231.24999524898823,0.9876589930692149,0.0029082000255584717,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,40,packing_test_00002,228.39613745487645,231.24999524898823,0.9876589930692149,0.0029082000255584717,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,50,packing_test_00002,228.39613745487645,231.24999524898823,0.9876589930692149,0.0029082000255584717,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,5,packing_test_00003,229.0614719262499,232.05269552777483,0.9871097226656999,0.004178799921646714,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,10,packing_test_00003,229.0614719262499,232.05269552777483,0.9871097226656999,0.004178799921646714,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,20,packing_test_00003,229.0614719262499,232.05269552777483,0.9871097226656999,0.004178799921646714,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,30,packing_test_00003,229.0614719262499,232.05269552777483,0.9871097226656999,0.004178799921646714,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,40,packing_test_00003,229.0614719262499,232.05269552777483,0.9871097226656999,0.004178799921646714,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,50,packing_test_00003,229.0614719262499,232.05269552777483,0.9871097226656999,0.004178799921646714,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,5,packing_test_00004,228.0593209300455,230.3178565095968,0.9901938320641795,0.0039057000540196896,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,10,packing_test_00004,228.0593209300455,230.3178565095968,0.9901938320641795,0.0039057000540196896,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,20,packing_test_00004,228.0593209300455,230.3178565095968,0.9901938320641795,0.0039057000540196896,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,30,packing_test_00004,228.0593209300455,230.3178565095968,0.9901938320641795,0.0039057000540196896,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,40,packing_test_00004,228.0593209300455,230.3178565095968,0.9901938320641795,0.0039057000540196896,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,50,packing_test_00004,228.0593209300455,230.3178565095968,0.9901938320641795,0.0039057000540196896,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,5,packing_test_00005,229.23666878029178,231.347256450289,0.9908769712579205,0.0033379000378772616,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,10,packing_test_00005,229.23666878029178,231.347256450289,0.9908769712579205,0.0033379000378772616,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,20,packing_test_00005,229.23666878029178,231.347256450289,0.9908769712579205,0.0033379000378772616,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,30,packing_test_00005,229.23666878029178,231.347256450289,0.9908769712579205,0.0033379000378772616,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,40,packing_test_00005,229.23666878029178,231.347256450289,0.9908769712579205,0.0033379000378772616,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,50,packing_test_00005,229.23666878029178,231.347256450289,0.9908769712579205,0.0033379000378772616,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,5,packing_test_00006,227.701484394953,231.39856840294942,0.9840228743266967,0.0029280000599101186,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,10,packing_test_00006,227.701484394953,231.39856840294942,0.9840228743266967,0.0029280000599101186,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,20,packing_test_00006,227.701484394953,231.39856840294942,0.9840228743266967,0.0029280000599101186,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,30,packing_test_00006,227.701484394953,231.39856840294942,0.9840228743266967,0.0029280000599101186,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,40,packing_test_00006,227.701484394953,231.39856840294942,0.9840228743266967,0.0029280000599101186,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,50,packing_test_00006,227.701484394953,231.39856840294942,0.9840228743266967,0.0029280000599101186,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,5,packing_test_00007,227.6386094309149,229.42646031998237,0.9922073029999506,0.003528099972754717,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,10,packing_test_00007,227.6386094309149,229.42646031998237,0.9922073029999506,0.003528099972754717,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,20,packing_test_00007,227.6386094309149,229.42646031998237,0.9922073029999506,0.003528099972754717,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,30,packing_test_00007,227.6386094309149,229.42646031998237,0.9922073029999506,0.003528099972754717,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,40,packing_test_00007,227.6386094309149,229.42646031998237,0.9922073029999506,0.003528099972754717,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,50,packing_test_00007,227.6386094309149,229.42646031998237,0.9922073029999506,0.003528099972754717,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,5,packing_test_00008,228.312882183232,230.84790939045774,0.9890186260992384,0.00309820007532835,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,10,packing_test_00008,228.312882183232,230.84790939045774,0.9890186260992384,0.00309820007532835,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,20,packing_test_00008,228.312882183232,230.84790939045774,0.9890186260992384,0.00309820007532835,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,30,packing_test_00008,228.312882183232,230.84790939045774,0.9890186260992384,0.00309820007532835,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,40,packing_test_00008,228.312882183232,230.84790939045774,0.9890186260992384,0.00309820007532835,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,50,packing_test_00008,228.312882183232,230.84790939045774,0.9890186260992384,0.00309820007532835,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,5,packing_test_00009,227.30433720192718,230.22174634721085,0.987327829835485,0.0030974000692367554,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,10,packing_test_00009,227.30433720192718,230.22174634721085,0.987327829835485,0.0030974000692367554,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,20,packing_test_00009,227.30433720192718,230.22174634721085,0.987327829835485,0.0030974000692367554,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,30,packing_test_00009,227.30433720192718,230.22174634721085,0.987327829835485,0.0030974000692367554,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,40,packing_test_00009,227.30433720192718,230.22174634721085,0.987327829835485,0.0030974000692367554,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,50,packing_test_00009,227.30433720192718,230.22174634721085,0.987327829835485,0.0030974000692367554,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,5,packing_test_00010,226.79883740588923,230.09828997400098,0.9856606819264735,0.002983700018376112,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,10,packing_test_00010,226.79883740588923,230.09828997400098,0.9856606819264735,0.002983700018376112,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,20,packing_test_00010,226.79883740588923,230.09828997400098,0.9856606819264735,0.002983700018376112,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,30,packing_test_00010,226.79883740588923,230.09828997400098,0.9856606819264735,0.002983700018376112,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,40,packing_test_00010,226.79883740588923,230.09828997400098,0.9856606819264735,0.002983700018376112,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,50,packing_test_00010,226.79883740588923,230.09828997400098,0.9856606819264735,0.002983700018376112,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,5,packing_test_00011,227.63228725685474,230.96025086625357,0.9855907516686669,0.002953799907118082,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,10,packing_test_00011,227.63228725685474,230.96025086625357,0.9855907516686669,0.002953799907118082,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,20,packing_test_00011,227.63228725685474,230.96025086625357,0.9855907516686669,0.002953799907118082,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,30,packing_test_00011,227.63228725685474,230.96025086625357,0.9855907516686669,0.002953799907118082,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,40,packing_test_00011,227.63228725685474,230.96025086625357,0.9855907516686669,0.002953799907118082,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
OursEstC,50,packing_test_00011,227.63228725685474,230.96025086625357,0.9855907516686669,0.002953799907118082,1.0,packing,Packing,packing,23.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
