epoch,train_ratio,val_ratio
0,1.6040605799965492e-06,4.0694196440916465e-06
1,0.002306271469276086,1.513694974376576e-05
2,0.0015934268433177832,5.623573329994211e-06
3,5.712245264499613e-06,6.169740474909415e-06
4,1.115335888309704e-05,0.013945956392535042
5,0.0023286894387736985,5.140236286082319e-06
6,0.005861762222426146,2.7158116606664653e-06
7,2.0587875948381804e-06,1.5141109007003476e-06
