epoch,train_ratio,val_ratio
0,0.617022426896827,0.6919670257549857
1,0.7051805297380399,0.7179655157135715
2,0.7206446584912203,0.7277632332088676
3,0.7244249878277804,0.7240314269457055
4,0.7219848310437955,0.7201564374114775
5,0.7124318360872305,0.6988228756379874
