epoch,train_ratio,val_ratio
0,0.4586920118756263,0.48326301291577506
1,0.5008861826155905,0.5179635383711912
2,0.5291110031303344,0.5408404925759764
3,0.5404555851141998,0.5361940480043171
4,0.522071492114063,0.5216918749614756
5,0.5219307948718245,0.5113853496073012
