epoch,train_ratio,val_ratio
0,0.7450211077118861,0.8034428770052142
1,0.814474610305085,0.8247236793772159
2,0.8311720527372127,0.8245983988747478
3,0.8231591582891612,0.8247893836182739
4,0.8197755395162739,0.801939722785001
5,0.7947228241479719,0.7902463875486913
