epoch,train_ratio,val_ratio
0,0.5642993628355008,0.6024266515871527
1,0.6251089340509665,0.6481006253108613
2,0.6659691692889712,0.6858863646227107
3,0.695737647707662,0.703317732385092
4,0.6997327727878299,0.6989211107482006
5,0.7009959494016279,0.6926703459210892
