epoch,train_ratio,val_ratio
0,0.5842668705600177,0.6343652993877608
1,0.6473970258192951,0.6457885517940481
2,0.646840707129127,0.6535169786823317
3,0.664399177662356,0.6601955676382929
4,0.6454083997915566,0.6186374130220398
5,0.6311972959677189,0.6498523172903927
