epoch,train_ratio,val_ratio
0,0.7166039112419774,0.805276507959865
1,0.8155434636785427,0.8350010677971808
2,0.8426555206186178,0.8541251730990268
3,0.8522711909191397,0.8479254606422901
4,0.8396324231759476,0.8290311326439674
5,0.8260533851259533,0.8262222793766765
